1.000000000	0.067715717	0.067715717	0.106065603	0.058307951	0.043231907	0.032053909	0.001609337	0.067715717	0.013065043	0.000267366	0.008341146	0.058307951	0.017621149	0.058307951	0.091329876	0.050207210	0.067715717	0.123178883	0.000310505	0.027600650	0.106065603	0.078641389	0.123178883	0.043231907	0.106065603	0.123178883	0.027600650	0.106065603	0.011249912	0.106065603	0.078641389	0.050207210	0.106065603	0.058307951	0.015173037	0.123178883	0.058307951	0.078641389	0.091329876	0.123178883	0.123178883	0.106065603	0.000884709	0.067715717	0.058307951	0.078641389	0.091329876	0.106065603	0.091329876	0.067715717	0.067715717	0.123178883	0.050207210	0.058307951	0.032053909	0.091329876	0.123178883	0.043231907	0.058307951	0.043231907	0.043231907	0.106065603	0.043231907	0.043231907	0.013065043	0.123178883	0.123178883	0.123178883	0.166134433	0.091329876	0.067715717	0.067715717	0.123178883	0.058307951	0.091329876	0.123178883	0.067715717	0.037225685	0.023766083	0.091329876	0.123178883	0.123178883	0.123178883	0.123178883	0.106065603	0.123178883	0.123178883	0.106065603
0.067715717	1.000000000	0.224069654	0.350968493	0.143053325	0.143053325	0.106065603	0.005325258	0.224069654	0.043231907	0.000884709	0.020464254	0.192939589	0.043231907	0.192939589	0.302208333	0.166134433	0.224069654	0.407595918	0.000761796	0.091329876	0.350968493	0.260222437	0.407595918	0.143053325	0.350968493	0.407595918	0.091329876	0.350968493	0.037225685	0.350968493	0.260222437	0.166134433	0.350968493	0.192939589	0.050207210	0.407595918	0.192939589	0.260222437	0.302208333	0.407595918	0.407595918	0.350968493	0.002927480	0.224069654	0.192939589	0.260222437	0.302208333	0.350968493	0.302208333	0.224069654	0.224069654	0.407595918	0.166134433	0.192939589	0.106065603	0.302208333	0.407595918	0.143053325	0.192939589	0.143053325	0.143053325	0.350968493	0.106065603	0.143053325	0.043231907	0.407595918	0.407595918	0.407595918	0.407595918	0.224069654	0.224069654	0.224069654	0.407595918	0.192939589	0.302208333	0.407595918	0.224069654	0.123178883	0.078641389	0.302208333	0.407595918	0.407595918	0.407595918	0.407595918	0.350968493	0.407595918	0.407595918	0.350968493
0.067715717	0.224069654	1.000000000	0.350968493	0.143053325	0.143053325	0.106065603	0.005325258	0.224069654	0.058307951	0.001193229	0.027600650	0.192939589	0.058307951	0.192939589	0.302208333	0.166134433	0.224069654	0.407595918	0.001027453	0.091329876	0.350968493	0.260222437	0.407595918	0.260222437	0.350968493	0.407595918	0.091329876	0.350968493	0.037225685	0.350968493	0.260222437	0.166134433	0.350968493	0.192939589	0.050207210	0.407595918	0.192939589	0.260222437	0.302208333	0.407595918	0.407595918	0.350968493	0.003948365	0.224069654	0.192939589	0.260222437	0.302208333	0.350968493	0.302208333	0.224069654	0.224069654	0.407595918	0.166134433	0.192939589	0.106065603	0.302208333	0.407595918	0.143053325	0.192939589	0.143053325	0.143053325	0.350968493	0.106065603	0.143053325	0.043231907	0.407595918	0.407595918	0.407595918	0.407595918	0.224069654	0.224069654	0.224069654	0.407595918	0.192939589	0.302208333	0.407595918	0.224069654	0.123178883	0.078641389	0.302208333	0.407595918	0.407595918	0.407595918	0.407595918	0.350968493	0.407595918	0.407595918	0.350968493
0.106065603	0.350968493	0.350968493	1.000000000	0.224069654	0.224069654	0.166134433	0.008341146	0.350968493	0.067715717	0.001385752	0.032053909	0.302208333	0.067715717	0.302208333	0.473359963	0.260222437	0.350968493	0.638432391	0.001193229	0.143053325	0.549734784	0.407595918	0.638432391	0.224069654	0.549734784	0.638432391	0.143053325	0.549734784	0.058307951	0.549734784	0.407595918	0.260222437	0.549734784	0.302208333	0.078641389	0.638432391	0.302208333	0.407595918	0.473359963	0.638432391	0.638432391	0.549734784	0.004585418	0.350968493	0.302208333	0.407595918	0.473359963	0.549734784	0.473359963	0.350968493	0.350968493	0.638432391	0.260222437	0.302208333	0.166134433	0.473359963	0.638432391	0.224069654	0.302208333	0.224069654	0.224069654	0.549734784	0.166134433	0.224069654	0.067715717	0.638432391	0.638432391	0.638432391	0.638432391	0.350968493	0.350968493	0.350968493	0.638432391	0.302208333	0.473359963	0.638432391	0.350968493	0.192939589	0.123178883	0.473359963	0.638432391	0.638432391	0.638432391	0.638432391	0.549734784	0.638432391	0.638432391	0.549734784
0.058307951	0.143053325	0.143053325	0.224069654	1.000000000	0.091329876	0.067715717	0.003399817	0.143053325	0.037225685	0.001027453	0.017621149	0.123178883	0.037225685	0.123178883	0.192939589	0.106065603	0.192939589	0.260222437	0.000655959	0.058307951	0.224069654	0.166134433	0.260222437	0.091329876	0.224069654	0.260222437	0.058307951	0.224069654	0.023766083	0.224069654	0.166134433	0.106065603	0.224069654	0.123178883	0.032053909	0.260222437	0.123178883	0.166134433	0.192939589	0.260222437	0.260222437	0.224069654	0.001868998	0.143053325	0.123178883	0.166134433	0.192939589	0.224069654	0.260222437	0.143053325	0.143053325	0.260222437	0.106065603	0.123178883	0.067715717	0.192939589	0.260222437	0.091329876	0.123178883	0.091329876	0.091329876	0.302208333	0.067715717	0.091329876	0.027600650	0.260222437	0.260222437	0.260222437	0.260222437	0.260222437	0.143053325	0.143053325	0.260222437	0.123178883	0.192939589	0.260222437	0.143053325	0.078641389	0.050207210	0.192939589	0.350968493	0.350968493	0.350968493	0.260222437	0.224069654	0.260222437	0.260222437	0.224069654
0.043231907	0.143053325	0.143053325	0.224069654	0.091329876	1.000000000	0.067715717	0.003399817	0.143053325	0.027600650	0.000564827	0.013065043	0.123178883	0.027600650	0.123178883	0.192939589	0.106065603	0.143053325	0.260222437	0.000486355	0.058307951	0.224069654	0.166134433	0.260222437	0.091329876	0.224069654	0.260222437	0.058307951	0.224069654	0.023766083	0.224069654	0.166134433	0.106065603	0.224069654	0.123178883	0.032053909	0.260222437	0.123178883	0.166134433	0.192939589	0.260222437	0.260222437	0.224069654	0.001868998	0.143053325	0.123178883	0.166134433	0.192939589	0.224069654	0.192939589	0.143053325	0.143053325	0.260222437	0.106065603	0.123178883	0.067715717	0.192939589	0.260222437	0.091329876	0.123178883	0.091329876	0.091329876	0.224069654	0.067715717	0.091329876	0.027600650	0.260222437	0.260222437	0.260222437	0.260222437	0.143053325	0.143053325	0.143053325	0.260222437	0.123178883	0.192939589	0.260222437	0.143053325	0.078641389	0.050207210	0.192939589	0.260222437	0.260222437	0.260222437	0.260222437	0.224069654	0.260222437	0.260222437	0.224069654
0.032053909	0.106065603	0.106065603	0.166134433	0.067715717	0.067715717	1.000000000	0.002520764	0.106065603	0.020464254	0.000564827	0.013065043	0.091329876	0.020464254	0.091329876	0.143053325	0.078641389	0.106065603	0.192939589	0.000360604	0.043231907	0.166134433	0.123178883	0.192939589	0.091329876	0.166134433	0.192939589	0.043231907	0.166134433	0.017621149	0.166134433	0.123178883	0.078641389	0.166134433	0.091329876	0.023766083	0.192939589	0.091329876	0.123178883	0.143053325	0.192939589	0.192939589	0.166134433	0.001385752	0.106065603	0.091329876	0.123178883	0.143053325	0.166134433	0.143053325	0.106065603	0.106065603	0.192939589	0.106065603	0.091329876	0.050207210	0.143053325	0.192939589	0.067715717	0.091329876	0.067715717	0.067715717	0.166134433	0.050207210	0.067715717	0.020464254	0.192939589	0.192939589	0.192939589	0.192939589	0.106065603	0.106065603	0.106065603	0.192939589	0.091329876	0.143053325	0.192939589	0.106065603	0.058307951	0.037225685	0.143053325	0.192939589	0.192939589	0.192939589	0.192939589	0.166134433	0.192939589	0.192939589	0.166134433
0.001609337	0.005325258	0.005325258	0.008341146	0.003399817	0.003399817	0.002520764	1.000000000	0.005325258	0.001027453	0.000028358	0.000884709	0.004585418	0.001385752	0.004585418	0.007182308	0.003948365	0.005325258	0.009686958	0.000024419	0.002170553	0.008341146	0.006184468	0.009686958	0.003399817	0.008341146	0.013065043	0.002170553	0.008341146	0.000884709	0.008341146	0.006184468	0.003948365	0.008341146	0.004585418	0.001193229	0.009686958	0.004585418	0.006184468	0.007182308	0.009686958	0.009686958	0.008341146	0.000069575	0.005325258	0.004585418	0.006184468	0.007182308	0.008341146	0.007182308	0.005325258	0.005325258	0.009686958	0.003948365	0.004585418	0.002520764	0.007182308	0.009686958	0.003399817	0.004585418	0.003399817	0.003399817	0.008341146	0.002520764	0.003399817	0.001027453	0.009686958	0.009686958	0.009686958	0.009686958	0.005325258	0.005325258	0.005325258	0.009686958	0.004585418	0.007182308	0.009686958	0.005325258	0.002927480	0.001868998	0.007182308	0.009686958	0.009686958	0.009686958	0.009686958	0.008341146	0.009686958	0.013065043	0.008341146
0.067715717	0.224069654	0.224069654	0.350968493	0.143053325	0.143053325	0.106065603	0.005325258	1.000000000	0.043231907	0.000884709	0.020464254	0.192939589	0.043231907	0.192939589	0.302208333	0.166134433	0.224069654	0.407595918	0.000761796	0.091329876	0.350968493	0.260222437	0.407595918	0.143053325	0.350968493	0.407595918	0.091329876	0.350968493	0.037225685	0.350968493	0.260222437	0.166134433	0.350968493	0.192939589	0.050207210	0.407595918	0.192939589	0.260222437	0.302208333	0.407595918	0.407595918	0.350968493	0.002927480	0.224069654	0.192939589	0.260222437	0.302208333	0.350968493	0.302208333	0.224069654	0.224069654	0.407595918	0.166134433	0.192939589	0.106065603	0.302208333	0.407595918	0.143053325	0.192939589	0.143053325	0.143053325	0.350968493	0.106065603	0.143053325	0.043231907	0.407595918	0.407595918	0.407595918	0.407595918	0.224069654	0.224069654	0.224069654	0.407595918	0.192939589	0.302208333	0.407595918	0.224069654	0.123178883	0.078641389	0.302208333	0.407595918	0.407595918	0.407595918	0.407595918	0.350968493	0.407595918	0.407595918	0.350968493
0.013065043	0.043231907	0.058307951	0.067715717	0.037225685	0.027600650	0.020464254	0.001027453	0.043231907	1.000000000	0.000230221	0.007182308	0.037225685	0.015173037	0.037225685	0.058307951	0.032053909	0.043231907	0.078641389	0.000198236	0.017621149	0.067715717	0.050207210	0.078641389	0.027600650	0.067715717	0.078641389	0.017621149	0.067715717	0.007182308	0.067715717	0.050207210	0.032053909	0.067715717	0.037225685	0.009686958	0.078641389	0.037225685	0.050207210	0.058307951	0.078641389	0.078641389	0.067715717	0.000761796	0.043231907	0.037225685	0.050207210	0.058307951	0.067715717	0.078641389	0.043231907	0.043231907	0.078641389	0.032053909	0.037225685	0.020464254	0.058307951	0.078641389	0.027600650	0.037225685	0.027600650	0.027600650	0.067715717	0.020464254	0.027600650	0.008341146	0.078641389	0.078641389	0.078641389	0.078641389	0.058307951	0.043231907	0.043231907	0.078641389	0.037225685	0.058307951	0.078641389	0.043231907	0.023766083	0.015173037	0.058307951	0.106065603	0.106065603	0.106065603	0.078641389	0.067715717	0.078641389	0.078641389	0.067715717
