1.000000000	0.266368216	0.030197383	0.266368216	0.036275061	0.266368216	0.061798130	0.266368216	0.266368216	0.266368216	0.205740661	0.144208996	0.047768862	0.223130160	0.266368216	0.205740661	0.223130160	0.190460130	0.144208996	0.243116734	0.015712292	0.153995993	0.266368216	0.032457384	0.243116734	0.266368216	0.243116734	0.014800788	0.243116734	0.205740661	0.266368216	0.266368216	0.266368216	0.176921206	0.153995993	0.078119954	0.082084999	0.223130160	0.243116734	0.205740661	0.266368216	0.266368216	0.190460130	0.029143193	0.119873250	0.054178239	0.106877926	0.135335283	0.164840715	0.101136130	0.070952027	0.266368216	0.223130160	0.205740661	0.266368216	0.266368216	0.266368216	0.266368216	0.190460130	0.243116734	0.106877926	0.243116734
0.266368216	1.000000000	0.036275061	0.493068691	0.044046957	0.493068691	0.078119954	0.493068691	0.493068691	0.493068691	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.420620026	0.018315639	0.223130160	0.493068691	0.039149393	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	0.493068691	0.493068691	0.223130160	0.223130160	0.101136130	0.106877926	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.293832656	0.034940734	0.144208996	0.061798130	0.144208996	0.190460130	0.243116734	0.135335283	0.090907228	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
0.030197383	0.036275061	1.000000000	0.036275061	0.011108997	0.036275061	0.018315639	0.036275061	0.036275061	0.036275061	0.032457384	0.027172461	0.014369596	0.033669429	0.036275061	0.032457384	0.036275061	0.031301113	0.029143193	0.034940734	0.007085198	0.032457384	0.036275061	0.010805580	0.034940734	0.036275061	0.034940734	0.006102727	0.034940734	0.032457384	0.036275061	0.036275061	0.036275061	0.030197383	0.028135752	0.018899365	0.020796234	0.033669429	0.034940734	0.032457384	0.036275061	0.036275061	0.033669429	0.012431991	0.024524093	0.015712292	0.024524093	0.026250902	0.029143193	0.025368815	0.020138440	0.039149393	0.033669429	0.034940734	0.036275061	0.036275061	0.036275061	0.036275061	0.031301113	0.034940734	0.026250902	0.037676480
0.266368216	0.493068691	0.036275061	1.000000000	0.047768862	0.493068691	0.078119954	0.493068691	0.493068691	0.493068691	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.606530660	0.019506570	0.223130160	0.493068691	0.042329220	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	1.000000000	0.493068691	0.223130160	0.266368216	0.101136130	0.119873250	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.367879441	0.034940734	0.164840715	0.061798130	0.144208996	0.223130160	0.243116734	0.135335283	0.101136130	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
0.036275061	0.044046957	0.011108997	0.047768862	1.000000000	0.044046957	0.021481292	0.047768862	0.044046957	0.044046957	0.039149393	0.037676480	0.016694493	0.040698578	0.044046957	0.039149393	0.044046957	0.037676480	0.034940734	0.045857936	0.006908953	0.033669429	0.044046957	0.013165875	0.042329220	0.044046957	0.042329220	0.006571995	0.042329220	0.039149393	0.044046957	0.047768862	0.044046957	0.033669429	0.036275061	0.022195037	0.026250902	0.040698578	0.042329220	0.039149393	0.044046957	0.044046957	0.040698578	0.012083910	0.029143193	0.016194143	0.027172461	0.036275061	0.037676480	0.026250902	0.022195037	0.044046957	0.044046957	0.039149393	0.044046957	0.044046957	0.044046957	0.044046957	0.037676480	0.042329220	0.027172461	0.042329220
0.266368216	0.493068691	0.036275061	0.493068691	0.044046957	1.000000000	0.078119954	0.493068691	0.493068691	0.493068691	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.420620026	0.018315639	0.223130160	0.493068691	0.039149393	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	0.493068691	0.493068691	0.223130160	0.223130160	0.101136130	0.106877926	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.293832656	0.034940734	0.144208996	0.061798130	0.144208996	0.190460130	0.243116734	0.135335283	0.090907228	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
0.061798130	0.078119954	0.018315639	0.078119954	0.021481292	0.078119954	1.000000000	0.078119954	0.078119954	0.078119954	0.067705870	0.054178239	0.025368815	0.070952027	0.078119954	0.067705870	0.078119954	0.064659982	0.054178239	0.074416602	0.009688562	0.061798130	0.078119954	0.019506570	0.074416602	0.078119954	0.074416602	0.008708842	0.074416602	0.067705870	0.078119954	0.078119954	0.078119954	0.056569725	0.056569725	0.037676480	0.039149393	0.070952027	0.074416602	0.067705870	0.078119954	0.078119954	0.064659982	0.016694493	0.044046957	0.026250902	0.047768862	0.056569725	0.064659982	0.045857936	0.040698578	0.086337630	0.070952027	0.074416602	0.078119954	0.078119954	0.078119954	0.078119954	0.070952027	0.074416602	0.051920587	0.074416602
0.266368216	0.493068691	0.036275061	0.493068691	0.047768862	0.493068691	0.078119954	1.000000000	0.493068691	0.493068691	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.420620026	0.018315639	0.223130160	0.493068691	0.039149393	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	0.493068691	0.493068691	0.223130160	0.223130160	0.101136130	0.106877926	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.293832656	0.034940734	0.144208996	0.061798130	0.144208996	0.190460130	0.243116734	0.135335283	0.090907228	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
0.266368216	0.493068691	0.036275061	0.493068691	0.044046957	0.493068691	0.078119954	0.493068691	1.000000000	0.493068691	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.420620026	0.018315639	0.223130160	0.493068691	0.039149393	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	0.493068691	0.493068691	0.223130160	0.223130160	0.101136130	0.106877926	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.293832656	0.034940734	0.144208996	0.061798130	0.144208996	0.190460130	0.243116734	0.135335283	0.090907228	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
0.266368216	0.493068691	0.036275061	0.493068691	0.044046957	0.493068691	0.078119954	0.493068691	0.493068691	1.000000000	0.326921895	0.205740661	0.054178239	0.367879441	0.493068691	0.326921895	0.367879441	0.293832656	0.205740661	0.420620026	0.018315639	0.223130160	0.493068691	0.039149393	0.420620026	0.493068691	0.420620026	0.016194143	0.420620026	0.326921895	0.493068691	0.493068691	0.493068691	0.223130160	0.223130160	0.101136130	0.106877926	0.367879441	0.420620026	0.326921895	0.493068691	0.493068691	0.293832656	0.034940734	0.144208996	0.061798130	0.144208996	0.190460130	0.243116734	0.135335283	0.090907228	0.493068691	0.367879441	0.326921895	0.493068691	0.493068691	0.493068691	0.493068691	0.293832656	0.420620026	0.144208996	0.420620026
